Ano;Cód.Área;Área de Enquadramento;Cód.IES;Nome da IES;Sigla da IES;Categ. Administrativa;Org. Acadêmica;Cód. Município;Município do Curso;UF do Curso;Região do Curso;Nr. Cursos da Unidade;Cód. Cursos da Unidade;Conluintes Inscritos;Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Nota Contínua do Enade;Conceito Enade;Obs:
2013;17;AGRONOMIA;27;UNIVERSIDADE VALE DO RIO VERDE;UNINCOR;Privada sem fins lucrativos;Universidade;3169307;TRES CORACOES;MG;SUDESTE;1;47181;9;9;41,7667;1,5289;49,0222;1,7750;1,7135;2;
2013;17;AGRONOMIA;30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Privada sem fins lucrativos;Universidade;3101607;ALFENAS;MG;SUDESTE;1;2298;27;23;53,6000;3,6084;58,6913;3,0240;3,1701;4;
2013;17;AGRONOMIA;40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Pública Estadual;Universidade;2903201;BARREIRAS;BA;NORDESTE;2;20579 - 113249;105;99;44,5232;2,0133;47,2172;1,5418;1,6597;2;
2013;17;AGRONOMIA;40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Pública Estadual;Universidade;2918407;JUAZEIRO;BA;NORDESTE;1;2442;53;47;52,2234;3,3665;55,9894;2,6750;2,8479;3;
2013;17;AGRONOMIA;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Pública Estadual;Universidade;4209300;LAGES;SC;SUL;1;2536;47;45;50,2400;3,0179;59,0378;3,0688;3,0561;4;
2013;17;AGRONOMIA;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Pública Estadual;Universidade;5210109;IPAMERI;GO;CENTRO-OESTE;1;54504;109;105;50,1476;3,0017;53,2162;2,3168;2,4880;3;
2013;17;AGRONOMIA;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Pública Estadual;Universidade;5215702;PALMEIRAS DE GOIAS;GO;CENTRO-OESTE;1;100150;16;16;55,7062;3,9785;59,5875;3,1398;3,3495;4;
2013;17;AGRONOMIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;Universidade;3507506;BOTUCATU;SP;SUDESTE;1;3151;64;56;50,9232;3,1380;58,2446;2,9663;3,0093;4;
2013;17;AGRONOMIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;Universidade;3520442;ILHA SOLTEIRA;SP;SUDESTE;1;3160;87;80;52,6200;3,4362;61,2700;3,3572;3,3769;4;
2013;17;AGRONOMIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;Universidade;3524303;JABOTICABAL;SP;SUDESTE;1;3139;112;99;47,2646;2,4951;60,1677;3,2148;3,0348;4;
2013;17;AGRONOMIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;Universidade;3542602;REGISTRO;SP;SUDESTE;1;73524;34;31;50,3355;3,0347;58,1710;2,9568;2,9763;4;
2013;17;AGRONOMIA;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Pública Estadual;Universidade;4115200;MARINGA;PR;SUL;1;3413;39;37;56,3757;4,0962;64,0811;3,7203;3,8143;4;
2013;17;AGRONOMIA;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Pública Estadual;Universidade;4128104;UMUARAMA;PR;SUL;1;58188;33;32;50,8594;3,1268;63,9250;3,7001;3,5568;4;
2013;17;AGRONOMIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Pública Municipal;Universidade;4203600;CAMPOS NOVOS;SC;SUL;1;91879;28;28;50,3679;3,0404;55,6964;2,6372;2,7380;3;
2013;17;AGRONOMIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Pública Municipal;Universidade;4216701;SAO JOSE DO CEDRO;SC;SUL;1;80031;15;15;55,2467;3,8978;61,5533;3,3938;3,5198;4;
2013;17;AGRONOMIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Pública Municipal;Universidade;4219507;XANXERE;SC;SUL;1;81374;67;66;46,5182;2,3639;56,1833;2,7001;2,6160;3;
2013;17;AGRONOMIA;107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Pública Federal;Universidade;3167202;SETE LAGOAS;MG;SUDESTE;1;122312;38;36;54,8083;3,8208;58,8750;3,0478;3,2410;4;
2013;17;AGRONOMIA;207;CENTRO UNIVERSITÁRIO MOURA LACERDA;CUML;Privada sem fins lucrativos;Centro Universitário;3543402;RIBEIRAO PRETO;SP;SUDESTE;1;19000;39;38;42,9211;1,7318;44,7211;1,2194;1,3475;2;
2013;17;AGRONOMIA;265;FACULDADES INTEGRADAS DE OURINHOS;FIO;Privada sem fins lucrativos;Faculdade;3534708;OURINHOS;SP;SUDESTE;1;88936;25;17;46,6647;2,3896;54,0000;2,4180;2,4109;3;
2013;17;AGRONOMIA;271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;Privada sem fins lucrativos;Universidade;3541406;PRESIDENTE PRUDENTE;SP;SUDESTE;1;6490;84;76;46,2934;2,3244;47,5105;1,5797;1,7659;2;
2013;17;AGRONOMIA;294;FACULDADE TRÊS DE MAIO;SETREM;Privada sem fins lucrativos;Faculdade;4321808;TRES DE MAIO;RS;SUL;1;119212;21;20;48,7600;2,7579;62,9850;3,5787;3,3735;4;
2013;17;AGRONOMIA;296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;URCAMP;Privada sem fins lucrativos;Universidade;4301602;BAGE;RS;SUL;1;6806;18;16;48,8812;2,7792;51,1937;2,0555;2,2364;3;
2013;17;AGRONOMIA;319;UNIVERSIDADE CAMILO CASTELO BRANCO;UNICASTELO;Privada sem fins lucrativos;Universidade;3513702;DESCALVADO;SP;SUDESTE;1;106809;47;38;41,1842;1,4265;43,9789;1,1235;1,1993;2;
2013;17;AGRONOMIA;319;UNIVERSIDADE CAMILO CASTELO BRANCO;UNICASTELO;Privada sem fins lucrativos;Universidade;3515509;FERNANDOPOLIS;SP;SUDESTE;2;7209 - 106796;76;68;45,7191;2,2235;48,1897;1,6674;1,8064;2;
2013;17;AGRONOMIA;367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;Pública Estadual;Universidade;3135100;JANAUBA;MG;SUDESTE;1;7843;31;29;52,7690;3,4624;61,1966;3,3477;3,3763;4;
2013;17;AGRONOMIA;386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNI-ANHANGÜERA;Privada com fins lucrativos;Centro Universitário;5208707;GOIANIA;GO;CENTRO-OESTE;1;81845;63;59;47,8373;2,5957;49,7136;1,8643;2,0471;3;
2013;17;AGRONOMIA;387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Privada sem fins lucrativos;Universidade;5002704;CAMPO GRANDE;MS;CENTRO-OESTE;1;21697;25;25;47,5160;2,5392;56,5880;2,7523;2,6991;3;
2013;17;AGRONOMIA;404;FACULDADES INTEGRADAS DA UPIS;UPIS;Privada sem fins lucrativos;Faculdade;5300108;BRASILIA;DF;CENTRO-OESTE;1;21075;50;47;44,2596;1,9670;51,7596;2,1286;2,0882;3;
2013;17;AGRONOMIA;420;UNIVERSIDADE DE MARÍLIA;UNIMAR;Privada com fins lucrativos;Universidade;3529005;MARILIA;SP;SUDESTE;1;8677;35;34;45,0588;2,1074;48,1059;1,6566;1,7693;2;
2013;17;AGRONOMIA;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Privada sem fins lucrativos;Universidade;4307005;ERECHIM;RS;SUL;1;106130;29;29;45,7897;2,2359;53,2586;2,3222;2,3006;3;
2013;17;AGRONOMIA;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Privada sem fins lucrativos;Universidade;4317400;SANTIAGO;RS;SUL;1;106132;39;35;46,9543;2,4405;53,2657;2,3232;2,3525;3;
2013;17;AGRONOMIA;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;Privada sem fins lucrativos;Centro Universitário;4113700;LONDRINA;PR;SUL;1;119110;30;30;60,5533;4,8303;70,9167;4,6033;4,6601;5;
2013;17;AGRONOMIA;439;FACULDADE DOUTOR FRANCISCO MAEDA;FAFRAM;Privada sem fins lucrativos;Faculdade;3524105;ITUVERAVA;SP;SUDESTE;1;9094;36;33;43,1909;1,7792;52,4758;2,2211;2,1106;3;
2013;17;AGRONOMIA;446;UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;Privada sem fins lucrativos;Universidade;4306106;CRUZ ALTA;RS;SUL;1;9228;25;25;47,2080;2,4851;50,9400;2,0227;2,1383;3;
2013;17;AGRONOMIA;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Privada sem fins lucrativos;Universidade;4304606;CANOAS;RS;SUL;1;94183;27;23;48,6391;2,7366;53,6304;2,3703;2,4619;3;
2013;17;AGRONOMIA;450;CENTRO UNIVERSITÁRIO LUTERANO DE JI-PARANÁ;CEULJI/ULBRA;Privada sem fins lucrativos;Centro Universitário;1100122;JI-PARANA;RO;NORTE;1;9413;26;24;38,3375;0,9263;49,5833;1,8475;1,6172;2;
2013;17;AGRONOMIA;451;CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM;CEULS;Privada sem fins lucrativos;Centro Universitário;1506807;SANTAREM;PA;NORTE;1;109484;27;25;45,0960;2,1140;41,7720;0,8384;1,1573;2;
2013;17;AGRONOMIA;494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Privada sem fins lucrativos;Universidade;4218707;TUBARAO;SC;SUL;1;21042;35;35;49,0914;2,8161;57,0600;2,8133;2,8140;3;
2013;17;AGRONOMIA;513;UNIVERSIDADE VALE DO RIO DOCE;UNIVALE;Privada sem fins lucrativos;Universidade;3127701;GOVERNADOR VALADARES;MG;SUDESTE;1;10360;17;15;47,7467;2,5798;43,1333;1,0143;1,4056;2;
2013;17;AGRONOMIA;532;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUI;Privada sem fins lucrativos;Universidade;4310207;IJUI;RS;SUL;1;10975;36;36;47,3250;2,5057;55,1472;2,5662;2,5511;3;
2013;17;AGRONOMIA;548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;Pública Federal;Universidade;2103208;CHAPADINHA;MA;NORDESTE;1;103301;32;29;47,5310;2,5419;48,0379;1,6478;1,8713;2;
2013;17;AGRONOMIA;549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;Pública Federal;Universidade;1200203;CRUZEIRO DO SUL;AC;NORTE;1;113809;29;27;43,6074;1,8524;42,6259;0,9487;1,1746;2;
2013;17;AGRONOMIA;549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;Pública Federal;Universidade;1200401;RIO BRANCO;AC;NORTE;1;11528;27;26;47,1692;2,4783;55,8885;2,6620;2,6160;3;
2013;17;AGRONOMIA;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Pública Estadual;Universidade;2101400;BALSAS;MA;NORDESTE;1;81914;46;43;48,3488;2,6856;50,1791;1,9244;2,1147;3;
2013;17;AGRONOMIA;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Pública Estadual;Universidade;2105302;IMPERATRIZ;MA;NORDESTE;1;69993;60;57;48,5070;2,7134;47,9228;1,6330;1,9031;2;
2013;17;AGRONOMIA;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Pública Estadual;Universidade;2111300;SAO LUIS;MA;NORDESTE;1;11878;48;46;59,3130;4,6124;60,0739;3,2026;3,5551;4;
2013;17;AGRONOMIA;569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Pública Federal;Universidade;1500602;ALTAMIRA;PA;NORTE;1;53101;17;17;26,3647;0,0000;36,4000;0,1444;0,1083;1;
2013;17;AGRONOMIA;571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;Pública Federal;Universidade;4106902;CURITIBA;PR;SUL;1;12586;118;115;53,7591;3,6364;62,6017;3,5292;3,5560;4;
2013;17;AGRONOMIA;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;Pública Federal;Universidade;3200201;ALEGRE;ES;SUDESTE;1;12811;38;38;50,9237;3,1381;64,8947;3,8254;3,6536;4;
2013;17;AGRONOMIA;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;Pública Federal;Universidade;3204906;SAO MATEUS;ES;SUDESTE;1;99084;16;16;56,9750;4,2015;63,8438;3,6896;3,8176;4;
2013;17;AGRONOMIA;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;Pública Federal;Universidade;3305554;SEROPEDICA;RJ;SUDESTE;1;12905;106;80;49,0375;2,8066;58,1738;2,9572;2,9195;3;
2013;17;AGRONOMIA;575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;Pública Federal;Universidade;3143302;MONTES CLAROS;MG;SUDESTE;1;20841;42;42;53,2595;3,5486;59,4381;3,1205;3,2275;4;
2013;17;AGRONOMIA;577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;Pública Federal;Universidade;2700300;ARAPIRACA;AL;NORDESTE;1;102148;60;58;47,4345;2,5249;51,5362;2,0997;2,2060;3;
2013;17;AGRONOMIA;577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;Pública Federal;Universidade;2707701;RIO LARGO;AL;NORDESTE;1;13193;76;57;42,8140;1,7129;46,0386;1,3896;1,4704;2;
2013;17;AGRONOMIA;579;UNIVERSIDADE FEDERAL DA PARAÍBA;UFPB;Pública Federal;Universidade;2501104;AREIA;PB;NORDESTE;1;13454;76;69;45,8116;2,2397;52,8957;2,2754;2,2664;3;
2013;17;AGRONOMIA;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;Pública Federal;Universidade;4314902;PORTO ALEGRE;RS;SUL;1;13699;63;57;55,3351;3,9133;62,8228;3,5577;3,6466;4;
2013;17;AGRONOMIA;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Pública Federal;Universidade;4308508;FREDERICO WESTPHALEN;RS;SUL;1;103376;51;51;51,8274;3,2969;60,0314;3,1971;3,2221;4;
2013;17;AGRONOMIA;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Pública Federal;Universidade;4316907;SANTA MARIA;RS;SUL;1;13859;161;151;53,2536;3,5475;64,1940;3,7349;3,6880;4;
2013;17;AGRONOMIA;583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Pública Federal;Universidade;2304400;FORTALEZA;CE;NORDESTE;1;13965;103;92;50,2902;3,0268;55,9261;2,6668;2,7568;3;
2013;17;AGRONOMIA;584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;Pública Federal;Universidade;5208707;GOIANIA;GO;CENTRO-OESTE;1;14097;116;87;49,3586;2,8631;60,5092;3,2589;3,1599;4;
2013;17;AGRONOMIA;584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;Pública Federal;Universidade;5211909;JATAI;GO;CENTRO-OESTE;1;18365;39;37;51,1270;3,1738;61,1622;3,3432;3,3009;4;
2013;17;AGRONOMIA;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Pública Federal;Universidade;4204806;CURITIBANOS;SC;SUL;1;1184410;16;16;61,5187;5,0000;67,7688;4,1967;4,3975;5;
2013;17;AGRONOMIA;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Pública Federal;Universidade;4205407;FLORIANOPOLIS;SC;SUL;1;14214;54;52;58,4308;4,4573;66,1481;3,9873;4,1048;5;
2013;17;AGRONOMIA;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;Pública Federal;Universidade;2606002;GARANHUNS;PE;NORDESTE;1;91555;47;41;47,7561;2,5814;53,8829;2,4029;2,4475;3;
2013;17;AGRONOMIA;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;Pública Federal;Universidade;2611606;RECIFE;PE;NORDESTE;1;14502;82;75;41,4200;1,4680;48,2267;1,6722;1,6212;2;
2013;17;AGRONOMIA;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;Pública Federal;Universidade;2613909;SERRA TALHADA;PE;NORDESTE;1;101452;15;14;52,5643;3,4264;57,3571;2,8517;2,9954;4;
2013;17;AGRONOMIA;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Pública Federal;Universidade;4118501;PATO BRANCO;PR;SUL;1;14536;33;29;57,0965;4,2229;67,7034;4,1882;4,1969;5;
2013;17;AGRONOMIA;589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;Pública Federal;Universidade;2408003;MOSSORO;RN;NORDESTE;1;14554;31;27;48,4407;2,7017;54,4407;2,4749;2,5316;3;
2013;17;AGRONOMIA;590;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;UFRA;Pública Federal;Universidade;1501402;BELEM;PA;NORTE;1;14557;9;5;39,8800;1,1973;49,3400;1,8160;1,6614;2;
2013;17;AGRONOMIA;590;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;UFRA;Pública Federal;Universidade;1502301;CAPITAO POCO;PA;NORTE;1;113563;47;47;44,2809;1,9707;41,3319;0,7816;1,0788;2;
2013;17;AGRONOMIA;592;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;Pública Federal;Universidade;3138203;LAVRAS;MG;SUDESTE;1;14576;226;211;50,8701;3,1287;59,4303;3,1195;3,1218;4;
2013;17;AGRONOMIA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Pública Federal;Universidade;3121605;DIAMANTINA;MG;SUDESTE;1;48921;36;35;50,7857;3,1138;59,7086;3,1554;3,1450;4;
2013;17;AGRONOMIA;609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;UNIOESTE;Pública Estadual;Universidade;4114609;MARECHAL CANDIDO RONDON;PR;SUL;1;14727;39;38;51,0184;3,1547;63,3579;3,6269;3,5088;4;
2013;17;AGRONOMIA;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Pública Federal;Universidade;4304663;CAPAO DO LEAO;RS;SUL;1;14970;215;196;43,6015;1,8513;54,4270;2,4732;2,3177;3;
2013;17;AGRONOMIA;648;FACULDADES ASSOCIADAS DE UBERABA - FAZU;FAZU;Privada sem fins lucrativos;Faculdade;3170107;UBERABA;MG;SUDESTE;1;15159;67;37;45,4378;2,1740;49,4865;1,8350;1,9197;2;
2013;17;AGRONOMIA;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Pública Municipal;Universidade;3554102;TAUBATE;SP;SUDESTE;2;15351 - 1153311;1;1;.;.;.;.;.;SC;
2013;17;AGRONOMIA;671;UNIVERSIDADE ANHANGUERA - UNIDERP;UNIDERP;Privada com fins lucrativos;Universidade;5002704;CAMPO GRANDE;MS;CENTRO-OESTE;1;15550;34;33;47,2545;2,4933;53,3697;2,3366;2,3758;3;
2013;17;AGRONOMIA;682;FACULDADE DO NOROESTE DE MINAS;FINOM;Privada com fins lucrativos;Faculdade;3147006;PARACATU;MG;SUDESTE;1;113210;26;26;46,2154;2,3107;45,1692;1,2773;1,5356;2;
2013;17;AGRONOMIA;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Pública Estadual;Universidade;2933307;VITORIA DA CONQUISTA;BA;NORDESTE;1;15739;14;14;61,3357;4,9678;63,1000;3,5936;3,9371;4;
2013;17;AGRONOMIA;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Pública Federal;Universidade;5002951;CHAPADAO DO SUL;MS;CENTRO-OESTE;1;101290;12;11;42,7364;1,6993;60,8091;3,2976;2,8980;3;
2013;17;AGRONOMIA;699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;UNIR;Pública Federal;Universidade;1100288;ROLIM DE MOURA;RO;NORTE;1;58075;46;44;46,0000;2,2728;57,7455;2,9019;2,7446;3;
2013;17;AGRONOMIA;704;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ARARIPINA;FACIAGRA;Pública Municipal;Faculdade;2601102;ARARIPINA;PE;NORDESTE;1;16108;19;16;40,9250;1,3810;38,3312;0,3939;0,6407;1;
2013;17;AGRONOMIA;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Pública Estadual;Universidade;5100250;ALTA FLORESTA;MT;CENTRO-OESTE;1;51638;45;43;45,5209;2,1886;55,4581;2,6064;2,5019;3;
2013;17;AGRONOMIA;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Pública Estadual;Universidade;5102504;CACERES;MT;CENTRO-OESTE;1;51609;38;37;43,5676;1,8454;50,3595;1,9477;1,9221;2;
2013;17;AGRONOMIA;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Pública Estadual;Universidade;5106257;NOVA XAVANTINA;MT;CENTRO-OESTE;1;96497;48;47;52,2426;3,3699;49,2808;1,8084;2,1988;3;
2013;17;AGRONOMIA;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Pública Estadual;Universidade;5107958;TANGARA DA SERRA;MT;CENTRO-OESTE;1;51613;42;39;48,0692;2,6365;52,7410;2,2554;2,3507;3;
2013;17;AGRONOMIA;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;Pública Estadual;Universidade;4119905;PONTA GROSSA;PR;SUL;1;16386;61;59;53,4542;3,5828;67,2475;4,1293;3,9927;5;
2013;17;AGRONOMIA;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Pública Estadual;Universidade;2207702;PARNAIBA;PI;NORDESTE;1;43012;25;23;52,1565;3,3547;54,5826;2,4933;2,7086;3;
2013;17;AGRONOMIA;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Pública Estadual;Universidade;2208007;PICOS;PI;NORDESTE;1;62702;12;12;53,6333;3,6143;53,8583;2,3997;2,7034;3;
2013;17;AGRONOMIA;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Pública Estadual;Universidade;2211209;URUCUI;PI;NORDESTE;1;62694;31;29;46,9310;2,4364;48,2517;1,6755;1,8657;2;
2013;17;AGRONOMIA;780;UNIVERSIDADE DE CUIABÁ;UNIC / PITÁGORAS;Privada com fins lucrativos;Universidade;5103403;CUIABA;MT;CENTRO-OESTE;1;75099;12;12;49,6333;2,9113;61,4917;3,3858;3,2672;4;
2013;17;AGRONOMIA;781;FACULDADE ANHANGUERA DE RONDONÓPOLIS;FAR;Privada com fins lucrativos;Faculdade;5107602;RONDONOPOLIS;MT;CENTRO-OESTE;1;49094;38;38;45,8921;2,2539;48,5684;1,7164;1,8507;2;
2013;17;AGRONOMIA;789;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;Pública Federal;Universidade;1400100;BOA VISTA;RR;NORTE;1;16903;25;21;52,0571;3,3373;59,2952;3,1021;3,1609;4;
2013;17;AGRONOMIA;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;Privada sem fins lucrativos;Centro Universitário;5108402;VARZEA GRANDE;MT;CENTRO-OESTE;1;20144;32;32;44,1188;1,9422;57,5062;2,8710;2,6388;3;
2013;17;AGRONOMIA;824;FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA;FAFICH;Pública Municipal;Faculdade;5209101;GOIATUBA;GO;CENTRO-OESTE;1;98990;50;46;40,8696;1,3712;41,1978;0,7642;0,9160;1;
2013;17;AGRONOMIA;950;UNIÃO DE ENSINO SUPERIOR DE NOVA MUTUM;UNINOVA;Pública Municipal;Faculdade;5106224;NOVA MUTUM;MT;CENTRO-OESTE;1;113559;51;51;48,4294;2,6998;47,3902;1,5642;1,8481;2;
2013;17;AGRONOMIA;1019;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU;FACTU;Privada sem fins lucrativos;Faculdade;3170404;UNAI;MG;SUDESTE;1;21556;34;30;39,6133;1,1505;47,1200;1,5293;1,4346;2;
2013;17;AGRONOMIA;1027;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;UENF;Pública Estadual;Universidade;3301009;CAMPOS DO GOYTACAZES;RJ;SUDESTE;1;38341;24;23;41,1609;1,4224;45,7913;1,3576;1,3738;2;
2013;17;AGRONOMIA;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;Pública Estadual;Universidade;5001102;AQUIDAUANA;MS;CENTRO-OESTE;1;45598;37;34;49,0324;2,8057;54,7647;2,5168;2,5890;3;
2013;17;AGRONOMIA;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;Pública Estadual;Universidade;5002902;CASSILANDIA;MS;CENTRO-OESTE;1;51042;31;31;44,6323;2,0325;54,2161;2,4459;2,3426;3;
2013;17;AGRONOMIA;1078;FACULDADE INTEGRADO DE CAMPO MOURÃO;CEI;Privada com fins lucrativos;Faculdade;4104303;CAMPO MOURAO;PR;SUL;1;19600;107;94;44,5298;2,0145;55,1660;2,5686;2,4301;3;
2013;17;AGRONOMIA;1087;FACULDADES INTEGRADAS APARÍCIO CARVALHO;FIMCA;Privada sem fins lucrativos;Faculdade;1100205;PORTO VELHO;RO;NORTE;1;106830;24;24;45,4917;2,1835;46,1167;1,3996;1,5956;2;
2013;17;AGRONOMIA;1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;Pública Estadual;Universidade;4109401;GUARAPUAVA;PR;SUL;1;18322;53;48;51,1708;3,1815;61,9333;3,4428;3,3775;4;
2013;17;AGRONOMIA;1190;FACULDADE INTEGRAL CANTAREIRA;F.I.C.;Privada sem fins lucrativos;Faculdade;3550308;SAO PAULO;SP;SUDESTE;1;18821;30;26;48,0654;2,6358;52,9308;2,2799;2,3689;3;
2013;17;AGRONOMIA;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Privada com fins lucrativos;Centro Universitário;4115200;MARINGA;PR;SUL;1;92715;67;67;45,2851;2,1472;56,1448;2,6951;2,5581;3;
2013;17;AGRONOMIA;1221;FACULDADE GAMMON;;Privada sem fins lucrativos;Faculdade;3535507;PARAGUACU PAULISTA;SP;SUDESTE;1;7403;32;30;41,9933;1,5687;44,4633;1,1861;1,2817;2;
2013;17;AGRONOMIA;1227;FACULDADE SÃO FRANCISCO DE BARREIRAS - FASB;FASB;Privada sem fins lucrativos;Faculdade;2903201;BARREIRAS;BA;NORDESTE;1;69306;26;26;46,3846;2,3404;49,9462;1,8943;2,0059;3;
2013;17;AGRONOMIA;1230;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;UNIPINHAL;Privada sem fins lucrativos;Centro Universitário;3515186;ESPIRITO SANTO DO PINHAL;SP;SUDESTE;1;19683;48;47;44,1872;1,9543;44,5596;1,1985;1,3874;2;
2013;17;AGRONOMIA;1281;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;FAIT;Privada com fins lucrativos;Faculdade;3522406;ITAPEVA;SP;SUDESTE;1;91177;21;20;41,2750;1,4425;54,9550;2,5414;2,2667;3;
