"Porcentagem de alunos matriculados abaixo do minimo em 2018.1, por curso.",,,,,,
Cód. Curso,Curso,Currículo,Cr/CH mín.,Matriculados,Abaixo mín.,%
13301100,ADMINISTRAÇÃO - D,1995,16,23,21,91.3
13301100,ADMINISTRAÇÃO - D,2017,16,215,4,1.9
13301200,ADMINISTRAÇÃO - N,1995,16,21,7,33.3
13301200,ADMINISTRAÇÃO - N,2017,16,97,5,5.2
31301200,ADMINISTRAÇÃO - N,2009,16,215,25,11.6
91402100,AGRONOMIA - D,2008,17,251,17,6.8
91402100,AGRONOMIA - D,2023,18,3,0,0.0
15101100,ARQUITETURA E URBANISMO - D,2010,16,158,23,14.6
13317100,ARTE E MÍDIA - D,1999,14,97,3,3.1
14102100,CIÊNCIA DA COMPUTAÇÃO - D,1999,14,110,9,8.2
14102100,CIÊNCIA DA COMPUTAÇÃO - D,2017,14,529,24,4.5
14102100,CIÊNCIA DA COMPUTAÇÃO - D,2023,16,2,0,0.0
41201110,CIÊNCIAS BIOLÓGICAS (LIC) - D,2010,16,128,13,10.2
51201110,CIÊNCIAS BIOLÓGICAS (LIC) - D,2008,18,118,16,13.6
21201110,CIÊNCIAS BIOLÓGICAS (LIC) - M,2011,16,124,22,17.7
41201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2006,14,88,11,12.5
41201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2010,14,38,0,0.0
51201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2008,14,145,21,14.5
31360200,CIÊNCIAS CONTÁBEIS - N,2016,16,208,16,7.7
13304100,CIÊNCIAS ECONÔMICAS - M,2009,16,119,8,6.7
13304100,CIÊNCIAS ECONÔMICAS - M,2023,16,1,0,0.0
13304200,CIÊNCIAS ECONÔMICAS - N,2009,16,66,4,6.1
13305150,CIÊNCIAS SOCIAIS (BAC) - D,1992,16,9,3,33.3
13305150,CIÊNCIAS SOCIAIS (BAC) - D,2017,16,51,3,5.9
13305210,CIÊNCIAS SOCIAIS (LIC) - N,1992,12,33,3,9.1
13305210,CIÊNCIAS SOCIAIS (LIC) - N,2018,16,36,8,22.2
71305210,CIÊNCIAS SOCIAIS (LIC) - N,2009,16,128,40,31.2
13306100,COMUNICAÇÃO SOCIAL - D,2010,15,86,8,9.3
