"Porcentagem de alunos matriculados abaixo do minimo em 2019.1, por curso.",,,,,,
Cód. Curso,Curso,Currículo,Cr/CH mín.,Matriculados,Abaixo mín.,%
13301100,ADMINISTRAÇÃO - D,2017,16,227,11,4.8
13301200,ADMINISTRAÇÃO - N,2017,16,118,11,9.3
31301200,ADMINISTRAÇÃO - N,2009,16,211,27,12.8
91402100,AGRONOMIA - D,2008,17,262,25,9.5
91402100,AGRONOMIA - D,2023,18,8,2,25.0
15101100,ARQUITETURA E URBANISMO - D,2010,16,153,33,21.6
15101100,ARQUITETURA E URBANISMO - D,2024,16,3,1,33.3
13317100,ARTE E MÍDIA - D,1999,14,91,8,8.8
14102100,CIÊNCIA DA COMPUTAÇÃO - D,1999,14,48,14,29.2
14102100,CIÊNCIA DA COMPUTAÇÃO - D,2017,14,669,8,1.2
14102100,CIÊNCIA DA COMPUTAÇÃO - D,2023,16,7,0,0.0
41201110,CIÊNCIAS BIOLÓGICAS (LIC) - D,2010,16,134,15,11.2
51201110,CIÊNCIAS BIOLÓGICAS (LIC) - D,2008,18,105,11,10.5
21201110,CIÊNCIAS BIOLÓGICAS (LIC) - M,2011,16,125,12,9.6
41201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2006,14,60,9,15.0
41201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2010,14,69,0,0.0
51201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2008,14,141,17,12.1
31360200,CIÊNCIAS CONTÁBEIS - N,2016,16,224,38,17.0
13304100,CIÊNCIAS ECONÔMICAS - M,2009,16,113,3,2.7
13304100,CIÊNCIAS ECONÔMICAS - M,2023,16,3,0,0.0
13304200,CIÊNCIAS ECONÔMICAS - N,2009,16,72,6,8.3
13304200,CIÊNCIAS ECONÔMICAS - N,2023,16,4,0,0.0
13305150,CIÊNCIAS SOCIAIS (BAC) - D,1992,16,7,3,42.9
13305150,CIÊNCIAS SOCIAIS (BAC) - D,2017,16,50,1,2.0
13305210,CIÊNCIAS SOCIAIS (LIC) - N,1992,12,18,2,11.1
13305210,CIÊNCIAS SOCIAIS (LIC) - N,2018,16,64,1,1.6
71305210,CIÊNCIAS SOCIAIS (LIC) - N,2009,16,126,23,18.3
13306100,COMUNICAÇÃO SOCIAL - D,2010,15,88,10,11.4
13306200,COMUNICAÇÃO SOCIAL - N,2010,14,87,6,6.9
11104120,DESIGN - D,2013,16,164,36,22.0
31350100,DIREITO - M,2015,18,298,14,4.7
31350200,DIREITO - N,2015,18,326,33,10.1
31350300,DIREITO - V,2015,18,280,14,5.0
12204100,ENFERMAGEM - D,2009,20,167,24,14.4
21204100,ENFERMAGEM - D,2005,18,57,35,61.4
21204100,ENFERMAGEM - D,2018,19,140,0,0.0
51204100,ENFERMAGEM - D,2015,18,234,11,4.7
71132100,ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,2009,16,122,11,9.0
15121100,ENGENHARIA AGRÍCOLA - D,2007,18,90,18,20.0
15121100,ENGENHARIA AGRÍCOLA - D,2021,17,32,0,0.0
91130100,ENGENHARIA AMBIENTAL - D,2009,16,185,15,8.1
91130100,ENGENHARIA AMBIENTAL - D,2024,16,2,0,0.0
15122100,ENGENHARIA CIVIL - D,2014,16,490,30,6.1
91122100,ENGENHARIA CIVIL - D,2014,16,330,20,6.1
91122100,ENGENHARIA CIVIL - D,2024,16,3,0,0.0
15125100,ENGENHARIA DE ALIMENTOS - D,2009,16,112,7,6.2
