"Porcentagem de alunos matriculados abaixo do minimo em 2017.1, por curso.",,,,,,
Cód. Curso,Curso,Currículo,Cr/CH mín.,Matriculados,Abaixo mín.,%
13301100,ADMINISTRAÇÃO - D,1995,16,61,22,36.1
13301100,ADMINISTRAÇÃO - D,2017,16,174,5,2.9
13301200,ADMINISTRAÇÃO - N,1995,16,32,11,34.4
13301200,ADMINISTRAÇÃO - N,2017,16,74,1,1.4
31301200,ADMINISTRAÇÃO - N,2009,16,211,25,11.8
91402100,AGRONOMIA - D,2008,17,242,23,9.5
91402100,AGRONOMIA - D,2023,18,2,0,0.0
15101100,ARQUITETURA E URBANISMO - D,2010,16,175,25,14.3
13317100,ARTE E MÍDIA - D,1999,14,106,10,9.4
14102100,CIÊNCIA DA COMPUTAÇÃO - D,1999,14,252,19,7.5
14102100,CIÊNCIA DA COMPUTAÇÃO - D,2017,14,361,7,1.9
41201110,CIÊNCIAS BIOLÓGICAS (LIC) - D,2010,16,132,16,12.1
51201110,CIÊNCIAS BIOLÓGICAS (LIC) - D,2008,18,121,21,17.4
21201110,CIÊNCIAS BIOLÓGICAS (LIC) - M,2011,16,135,37,27.4
41201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2006,14,130,15,11.5
41201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2010,14,1,0,0.0
51201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2008,14,143,18,12.6
31360200,CIÊNCIAS CONTÁBEIS - N,2004,16,28,13,46.4
31360200,CIÊNCIAS CONTÁBEIS - N,2009,16,1,1,100.0
31360200,CIÊNCIAS CONTÁBEIS - N,2016,16,128,23,18.0
13304100,CIÊNCIAS ECONÔMICAS - M,2009,16,119,14,11.8
13304200,CIÊNCIAS ECONÔMICAS - N,2009,16,77,13,16.9
13305150,CIÊNCIAS SOCIAIS (BAC) - D,1992,16,32,7,21.9
13305150,CIÊNCIAS SOCIAIS (BAC) - D,2017,16,23,0,0.0
13305250,CIÊNCIAS SOCIAIS (BAC) - N,1992,16,1,0,0.0
13305110,CIÊNCIAS SOCIAIS (LIC) - D,1992,12,1,0,0.0
13305210,CIÊNCIAS SOCIAIS (LIC) - N,1992,12,55,5,9.1
13305210,CIÊNCIAS SOCIAIS (LIC) - N,2018,16,17,6,35.3
71305210,CIÊNCIAS SOCIAIS (LIC) - N,2009,16,129,33,25.6
13306100,COMUNICAÇÃO SOCIAL - D,2010,15,83,9,10.8
13306200,COMUNICAÇÃO SOCIAL - N,2010,14,85,7,8.2
11104120,DESIGN - D,2013,16,184,54,29.3
31350100,DIREITO - M,2015,18,277,5,1.8
31350200,DIREITO - N,1997,15,54,9,16.7
31350200,DIREITO - N,2015,18,273,30,11.0
31350300,DIREITO - V,1997,15,1,0,0.0
31350300,DIREITO - V,2015,18,280,7,2.5
12204100,ENFERMAGEM - D,2009,20,150,24,16.0
21204100,ENFERMAGEM - D,2005,18,162,51,31.5
21204100,ENFERMAGEM - D,2018,19,46,0,0.0
51204100,ENFERMAGEM - D,2015,18,243,8,3.3
71132100,ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,2009,16,115,13,11.3
15121100,ENGENHARIA AGRÍCOLA - D,2007,18,120,11,9.2
91130100,ENGENHARIA AMBIENTAL - D,2009,16,232,15,6.5
15122100,ENGENHARIA CIVIL - D,2014,16,520,27,5.2
91122100,ENGENHARIA CIVIL - D,2014,16,207,2,1.0
15125100,ENGENHARIA DE ALIMENTOS - D,2009,16,127,2,1.6
91125100,ENGENHARIA DE ALIMENTOS - D,2009,16,181,16,8.8
71131100,ENGENHARIA DE BIOSSISTEMAS - D,2009,16,112,10,8.9
11126100,ENGENHARIA DE MATERIAIS - D,2009,16,185,22,11.9
15127100,ENGENHARIA DE MINAS - D,2010,16,176,10,5.7
11135100,ENGENHARIA DE PETRÓLEO - D,2009,15,164,12,7.3
11133100,ENGENHARIA DE PRODUÇÃO - D,2005,15,179,14,7.8
71133100,ENGENHARIA DE PRODUÇÃO - D,2009,16,181,11,6.1
14123100,ENGENHARIA ELÉTRICA,1999,15,867,37,4.3
41403100,ENGENHARIA FLORESTAL - D,2009,16,115,6,5.2
11124100,ENGENHARIA MECÂNICA - D,1992,18,75,22,29.3
11124100,ENGENHARIA MECÂNICA - D,2016,18,239,4,1.7
11128100,ENGENHARIA QUÍMICA - D,2009,16,253,12,4.7
11134100,ESTATÍSTICA - D,2010,16,45,7,15.6
51203100,FARMÁCIA - D,2007,20,325,11,3.4
13314250,FILOSOFIA (BAC) - N,2009,16,37,7,18.9
13314210,FILOSOFIA (LIC) - N,2009,6,56,4,7.1
11105150,FÍSICA (BAC) - D,1995,14,34,1,2.9
11105110,FÍSICA (LIC) - D,2009,16,35,1,2.9
11105110,FÍSICA (LIC) - D,2017,16,10,0,0.0
51105110,FÍSICA (LIC) - D,2006,16,52,8,15.4
51105110,FÍSICA (LIC) - D,2019,18,9,2,22.2
21105210,FÍSICA (LIC) - N,2011,16,90,35,38.9
51105210,FÍSICA (LIC) - N,2006,14,64,12,18.8
51105210,FÍSICA (LIC) - N,2019,14,16,0,0.0
13316110,GEOGRAFIA (LIC) - M,2009,16,111,14,12.6
13316210,GEOGRAFIA (LIC) - N,2009,16,137,27,19.7
21316110,GEOGRAFIA (LICENCIATURA) - M,2008,16,113,23,20.4
21316210,GEOGRAFIA (LICENCIATURA) - N,2008,14,125,17,13.6
13309110,HISTÓRIA (LIC) - D,1986,13,125,14,11.2
21309110,HISTÓRIA (LIC) - M,2009,16,147,30,20.4
19309110,HISTÓRIA (LIC) - M (PARFOR),1986,13,13,0,0.0
13309210,HISTÓRIA (LIC) - N,1986,13,111,18,16.2
21309210,HISTÓRIA (LIC) - N,2009,16,148,51,34.5
71315110,INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D,2009,20,88,25,28.4
13310214,LETRAS - ESPANHOL (LICENCIATURA) N,2011,12,41,2,4.9
13323110,LETRAS - LIBRAS (LIC) - D,2016,16,16,0,0.0
13310115,LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,2011,16,41,3,7.3
13310211,LETRAS - LÍNGUA E LIT. PORTUGUESA - N,1994,12,3,3,100.0
13310116,LETRAS - LÍNGUA INGLESA (LIC) - D,2011,15,66,7,10.6
21310116,LETRAS - LÍNGUA INGLESA (LIC) - D,2011,16,89,18,20.2
21310110,LETRAS - LÍNGUA PORTUGUESA (LIC) - M,2011,16,82,12,14.6
13310210,LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2011,16,66,9,13.6
21310210,LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2011,14,109,21,19.3
13310110,LETRAS- LÍNGUA PORTUGUESA (LIC) - D,2011,16,92,9,9.8
11107150,MATEMÁTICA (BAC) - D,2008,16,21,4,19.0
11107110,MATEMÁTICA (LIC) - D,2008,16,57,1,1.8
21107110,MATEMÁTICA (LIC) - D,2011,16,122,21,17.2
51107110,MATEMÁTICA (LIC) - D,2006,18,55,2,3.6
51107110,MATEMÁTICA (LIC) - D,2019,18,4,0,0.0
19107110,MATEMÁTICA (LIC) - D (PARFOR),2008,16,15,0,0.0
11107210,MATEMÁTICA (LIC) - N,2008,16,76,4,5.3
51107210,MATEMÁTICA (LIC) - N,2006,14,63,8,12.7
51107210,MATEMÁTICA (LIC) - N,2019,14,14,1,7.1
12205100,MEDICINA,2010,420,466,13,2.8
21205100,MEDICINA,2007,420,111,2,1.8
41410100,MEDICINA VETERINÁRIA - D,2002,240,264,15,5.7
41410100,MEDICINA VETERINÁRIA - D,2018,300,144,21,14.6
15108100,METEOROLOGIA - D,2014,16,65,5,7.7
13311150,MÚSICA (BAC) - D,2009,14,28,9,32.1
13311110,MÚSICA (LIC) - D,2009,16,76,27,35.5
51206100,NUTRIÇÃO - D,2011,18,269,46,17.1
51206200,NUTRIÇÃO - N,2009,16,5,2,40.0
41207100,ODONTOLOGIA - D,2009,18,358,12,3.4
13312110,PEDAGOGIA (LIC) - M,2009,20,109,24,22.0
13312210,PEDAGOGIA (LIC) - N,2009,16,69,17,24.6
21312110,PEDAGOGIA (LICENCIATURA) - M,2009,16,173,43,24.9
21312210,PEDAGOGIA (LICENCIATURA) - N,2009,16,139,36,25.9
12208100,PSICOLOGIA - D,2015,18,64,4,6.2
12208200,PSICOLOGIA - N,2010,18,209,17,8.1
51109110,QUÍMICA (LIC) - D,2006,16,96,18,18.8
21109210,QUÍMICA (LIC) - N,2011,15,134,23,17.2
51109210,QUÍMICA (LIC) - N,2006,14,94,21,22.3
19109210,QUÍMICA (LIC) - N (PARFOR),2011,6,5,0,0.0
31340100,SERVIÇO SOCIAL - M,2010,16,155,24,15.5
71420100,TECNOLOGIA EM AGROECOLOGIA - D,2010,16,90,25,27.8
71318200,TECNOLOGIA EM GESTÃO PÚBLICA - N,2010,16,136,31,22.8
