Ano;Cód.Área;Área de Enquadramento;Cód.IES;Nome da IES;Sigla da IES;Categ. Administrativa;Org. Acadêmica;Cód. Município;Município do Curso;UF do Curso;Região do Curso;Nr. Cursos da Unidade;Conluintes Inscritos;Concluintes Participantes;Nota Bruta - FG;Nota Bruta - CE;Nota Bruta - Geral;Nota Contínua do Enade;Nota Bruta - Org. Didático-Pedagógica;Nota Padronizada - Org. Didático-Pedagógica;Nota Bruta - Infraestrutura;Nota Padronizada - Infraestrutura;Nota Bruta - Oport. Ampliação;Nota Padronizada - Oport. Ampliação;Ingressantes inscritos no Enade;Ingressantes participantes no Enem;Nota dos Ingressantes no Enem;% de Ingressantes cujos pais têm ensino superior;Nota Bruta do IDD;Nota Padronizada do IDD;% de Mestres;Nota Padronizada de Mestres;% de Doutores;Nota Padronizada de Doutores;% regime de trabalho mínimo parcial;Nota padronizada de regime de trabalho;CPC Contínuo;CPC Faixa;Observação
2013;12;MEDICINA;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;Pública Federal;Universidade;4314902;PORTO ALEGRE;RS;SUL;1;124;122;13,4959;15,7779;15,2123;0,0000;3,9540;0,1972;3,6428;1,8000;4,6194;2,8653;148;142;73,5244;72,5352;-29,5863;0,0000;90,0990;4,4125;80,8581;4,2522;100,0000;5,0000;1,5202;2;
2013;12;MEDICINA;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Pública Federal;Universidade;4316907;SANTA MARIA;RS;SUL;1;51;50;55,7080;50,6000;51,8860;3,1691;4,3050;1,0390;3,4258;1,5054;3,3307;0,8727;125;120;71,0299;75,4237;9,7742;1,7672;73,7288;3,4411;44,0678;2,3175;100,0000;5,0000;2,4081;3;
2013;12;MEDICINA;583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Pública Federal;Universidade;2304400;FORTALEZA;CE;NORDESTE;1;146;146;57,9500;52,3116;53,7342;3,4689;4,7264;2,0496;3,6170;1,7650;4,7894;3,1282;77;77;75,9547;75,6757;6,4072;1,0099;96,3235;4,7818;78,6765;4,1375;100,0000;5,0000;2,7217;3;
2013;12;MEDICINA;583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Pública Federal;Universidade;2312908;SOBRAL;CE;NORDESTE;1;40;40;55,8225;49,8150;51,3275;3,0787;5,1798;3,1372;4,7680;3,3276;5,1292;3,6535;40;40;73,5341;65,0000;6,0408;0,9275;60,7843;2,6729;19,6078;1,0312;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;Pública Federal;Universidade;5208707;GOIANIA;GO;CENTRO-OESTE;1;112;109;64,1413;58,5917;59,9908;4,4851;5,1428;3,0484;4,8247;3,4045;5,0515;3,5334;112;110;73,9800;75,7009;15,2978;3,0095;79,1304;3,7616;50,0000;2,6294;100,0000;5,0000;3,4891;4;
2013;12;MEDICINA;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Pública Federal;Universidade;4205407;FLORIANOPOLIS;SC;SUL;1;94;91;57,0297;46,5176;49,1593;2,7288;4,4327;1,3452;3,7482;1,9431;3,9772;1,8723;103;101;72,3197;75,5102;6,4627;1,0224;90,6593;4,4457;67,5824;3,5541;100,0000;5,0000;2,3900;3;
2013;12;MEDICINA;586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;Pública Federal;Universidade;3304557;RIO DE JANEIRO;RJ;SUDESTE;1;196;189;51,5270;51,4280;51,4624;3,0973;4,4594;1,4093;3,2272;1,2358;4,4018;2,5288;0;0;;;;;96,5944;4,7979;79,2570;4,1680;100,0000;5,0000;;SC;
2013;12;MEDICINA;591;UNIVERSIDADE FEDERAL DE SÃO PAULO;UNIFESP;Pública Federal;Universidade;3550308;SAO PAULO;SP;SUDESTE;1;125;119;57,9613;59,3042;58,9798;4,3169;4,9214;2,5175;4,1351;2,4683;5,0277;3,4967;122;121;75,9595;83,4711;12,5116;2,3828;98,7805;4,9276;93,6585;4,9254;100,0000;5,0000;3,5804;4;
2013;12;MEDICINA;597;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;UFTM;Pública Federal;Universidade;3170107;UBERABA;MG;SUDESTE;1;78;78;66,6308;54,9167;57,8538;4,1422;4,9635;2,6183;4,3678;2,7842;5,1279;3,6516;47;45;73,2938;57,7778;12,0858;2,2871;90,2256;4,4200;70,6767;3,7168;100,0000;5,0000;3,3198;4;
2013;12;MEDICINA;609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;UNIOESTE;Pública Estadual;Universidade;4104808;CASCAVEL;PR;SUL;1;39;39;64,0282;56,0949;58,0872;4,1778;5,2130;3,2167;4,5643;3,0509;4,5556;2,7666;42;39;72,1430;61,5385;14,1109;2,7425;53,7037;2,2527;26,8519;1,4121;100,0000;5,0000;3,0142;4;
2013;12;MEDICINA;609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;UNIOESTE;Pública Estadual;Universidade;4108403;FRANCISCO BELTRAO;PR;SUL;1;0;0;;;;;;0,0000;;0,0000;;0,0000;39;39;70,5075;66,6667;;;71,4286;3,3046;42,8571;2,2538;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Pública Federal;Universidade;4314407;PELOTAS;RS;SUL;1;86;86;57,0977;43,0186;46,5488;2,3076;4,5579;1,6456;3,7148;1,8978;3,5790;1,2567;251;145;72,8485;75,8621;1,9170;0,0000;80,2326;3,8270;46,5116;2,4460;100,0000;5,0000;1,7402;2;
2013;12;MEDICINA;664;UNIVERSIDADE VILA VELHA;UVV;Privada sem fins lucrativos;Universidade;3205200;VILA VELHA;ES;SUDESTE;1;68;67;53,6164;44,1269;46,5149;2,2985;5,0144;2,7405;4,7560;3,3113;3,8789;1,7203;108;105;68,5349;71,8447;7,8241;1,3286;68,9320;3,1564;22,3301;1,1743;100,0000;5,0000;2,1267;3;
2013;12;MEDICINA;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Pública Municipal;Universidade;3554102;TAUBATE;SP;SUDESTE;1;75;75;61,1307;46,4067;50,1027;2,8843;4,9760;2,6483;4,3775;2,7974;4,5856;2,8130;85;81;66,7106;75,9494;14,8611;2,9113;69,8413;3,2104;42,8571;2,2538;77,7778;3,5185;2,8474;3;
2013;12;MEDICINA;666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;Pública Estadual;Universidade;2910800;FEIRA DE SANTANA;BA;NORDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;20;20;66,9665;25,0000;;;68,0000;3,1011;34,0000;1,7880;100,0000;5,0000;;SC;
2013;12;MEDICINA;669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;Privada sem fins lucrativos;Universidade;1302603;MANAUS;AM;NORTE;1;53;49;46,0735;29,5653;33,7122;0,2230;5,9565;5,0000;6,0000;5,0000;6,0000;5,0000;60;39;62,8516;87,1795;4,8613;0,6622;66,3551;3,0035;33,6449;1,7693;97,1963;4,8131;1,8780;2;
2013;12;MEDICINA;670;UNIVERSIDADE SÃO FRANCISCO;USF;Privada sem fins lucrativos;Universidade;3507605;BRAGANCA PAULISTA;SP;SUDESTE;1;73;73;61,1452;45,7370;49,6027;2,8037;5,3438;3,5305;4,7830;3,3478;5,0915;3,5954;135;135;69,1775;83,7037;11,1739;2,0820;64,9573;2,9205;39,3162;2,0676;81,1966;3,7464;2,6217;3;
2013;12;MEDICINA;671;UNIVERSIDADE ANHANGUERA - UNIDERP;UNIDERP;Privada com fins lucrativos;Universidade;5002704;CAMPO GRANDE;MS;CENTRO-OESTE;1;88;87;59,2506;47,5598;50,4862;2,9466;5,6627;4,2954;5,4635;4,2717;5,1581;3,6983;83;66;59,4955;67,1875;24,1480;5,0000;77,1429;3,6436;35,7143;1,8782;82,8571;3,8571;3,8118;4;
2013;12;MEDICINA;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Pública Estadual;Universidade;2918001;JEQUIE;BA;NORDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;65;37;66,9317;44,4444;;;49,1525;1,9827;20,3390;1,0696;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Pública Estadual;Universidade;2933307;VITORIA DA CONQUISTA;BA;NORDESTE;1;27;25;61,2360;55,9160;57,2640;4,0411;5,0214;2,7571;4,5767;3,0678;3,4383;1,0391;32;32;67,7623;36,6667;16,1753;3,2068;20,2532;0,2678;2,5316;0,1331;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;693;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;UNIRIO;Pública Federal;Universidade;3304557;RIO DE JANEIRO;RJ;SUDESTE;1;142;138;56,0254;47,4377;49,5971;2,7990;4,2289;0,8565;3,0002;0,9276;4,2211;2,2494;277;210;74,1046;83,6538;4,5350;0,5888;79,1209;3,7610;48,9011;2,5717;100,0000;5,0000;1,9756;3;
2013;12;MEDICINA;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Pública Federal;Universidade;5002704;CAMPO GRANDE;MS;CENTRO-OESTE;1;59;59;63,5119;54,9373;57,0966;4,0163;4,5839;1,7078;3,8641;2,1005;3,8362;1,6543;60;56;73,1899;74,0741;13,2387;2,5464;79,8319;3,8032;54,6218;2,8725;100,0000;5,0000;3,0601;4;
2013;12;MEDICINA;699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;UNIR;Pública Federal;Universidade;1100205;PORTO VELHO;RO;NORTE;1;33;33;67,0848;46,0636;51,3333;3,0880;3,8718;0,0000;2,3169;0,0000;3,4025;0,9837;26;26;71,4763;84,6154;10,9656;2,0351;63,0435;2,8070;30,4348;1,6005;100,0000;5,0000;2,1801;3;
2013;12;MEDICINA;717;FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE;UFCSPA;Pública Federal;Universidade;4314902;PORTO ALEGRE;RS;SUL;1;78;77;60,2831;54,3753;55,8649;3,8152;5,0236;2,7625;4,2896;2,6780;4,5766;2,7992;87;85;75,8257;84,1463;9,4194;1,6874;92,5287;4,5567;78,1609;4,1104;100,0000;5,0000;3,0980;4;
2013;12;MEDICINA;718;UNIVERSIDADE POTIGUAR;UNP;Privada com fins lucrativos;Universidade;2408102;NATAL;RN;NORDESTE;1;134;132;51,5598;41,1955;43,7955;1,8585;4,9653;2,6225;4,6224;3,1299;4,7107;3,0065;127;122;68,2607;76,9231;6,8586;1,1114;81,0345;3,8746;61,2069;3,2188;94,8276;4,6552;2,3116;3;
2013;12;MEDICINA;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Pública Estadual;Universidade;5102504;CACERES;MT;CENTRO-OESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;59;57;70,0661;64,9123;;;64,2857;2,8807;21,4286;1,1269;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;Pública Estadual;Universidade;4119905;PONTA GROSSA;PR;SUL;1;0;0;;;;;;0,0000;;0,0000;;0,0000;39;39;71,3717;57,8947;;;82,9268;3,9869;34,1463;1,7957;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;737;CENTRO UNIVERSITÁRIO SÃO CAMILO;SAO CAMILO;Privada sem fins lucrativos;Centro Universitário;3550308;SAO PAULO;SP;SUDESTE;1;100;99;50,9909;42,5192;44,6485;1,9955;4,9249;2,5257;4,4788;2,9349;4,1227;2,0973;104;90;66,1018;82,0225;11,0686;2,0583;74,7748;3,5031;45,0450;2,3689;63,9640;2,5976;2,3210;3;
2013;12;MEDICINA;750;CENTRO UNIVERSITÁRIO UNIRG;UNIRG;Pública Municipal;Centro Universitário;1709500;GURUPI;TO;NORTE;1;128;125;54,3752;37,6264;41,8272;1,5419;4,7975;2,2203;3,7289;1,9169;3,0244;0,3991;143;127;67,0822;75,3968;6,0576;0,9313;28,1250;0,7349;8,3333;0,4382;100,0000;5,0000;1,4025;2;
2013;12;MEDICINA;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Pública Estadual;Universidade;2211001;TERESINA;PI;NORDESTE;1;35;34;66,2706;50,9912;54,8235;3,6516;4,8021;2,2312;3,3408;1,3900;4,3176;2,3987;44;44;71,4396;64,2857;11,7928;2,2212;78,4615;3,7219;46,1538;2,4272;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;780;UNIVERSIDADE DE CUIABÁ;UNIC / PITÁGORAS;Privada com fins lucrativos;Universidade;5103403;CUIABA;MT;CENTRO-OESTE;1;114;113;54,7956;37,3708;41,7407;1,5283;5,0076;2,7241;4,6261;3,1349;4,0681;2,0129;45;44;68,7661;86,0465;5,1431;0,7256;73,6842;3,4384;19,2982;1,0149;94,7368;4,6491;1,7298;2;
2013;12;MEDICINA;789;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;Pública Federal;Universidade;1400100;BOA VISTA;RR;NORTE;1;24;24;56,1042;46,2500;48,7333;2,6583;5,1748;3,1251;4,2809;2,6663;5,0435;3,5210;30;27;67,1862;61,5385;11,0752;2,0598;41,1765;1,5094;8,8235;0,4640;100,0000;5,0000;2,2661;3;
2013;12;MEDICINA;792;CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ;CESUPA;Privada sem fins lucrativos;Centro Universitário;1501402;BELEM;PA;NORTE;1;105;103;48,0592;39,0796;41,3359;1,4579;5,0532;2,8335;4,7125;3,2522;3,7385;1,5032;103;98;68,3126;72,1649;3,8019;0,4239;67,2566;3,0570;23,0089;1,2100;94,6903;4,6460;1,6119;2;
2013;12;MEDICINA;823;UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;Privada sem fins lucrativos;Universidade;2111300;SAO LUIS;MA;NORDESTE;1;80;79;49,6316;32,7190;36,9582;0,7518;5,8064;4,6399;5,7030;4,5968;5,4786;4,1939;127;104;63,7532;78,6408;5,3938;0,7820;80,0000;3,8132;44,0000;2,3139;100,0000;5,0000;2,1148;3;
2013;12;MEDICINA;830;UNIVERSIDADE FEDERAL DO AMAPÁ;UNIFAP;Pública Federal;Universidade;1600303;MACAPA;AP;NORTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;34;30;70,0322;75,0000;;;33,3333;1,0440;16,6667;0,8765;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;953;UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;Privada sem fins lucrativos;Universidade;3548500;SANTOS;SP;SUDESTE;1;98;98;50,5133;34,3143;38,3755;0,9814;5,5224;3,9588;5,0697;3,7370;4,8430;3,2111;81;75;66,6136;86,6667;4,7149;0,6293;58,0645;2,5115;32,2581;1,6964;100,0000;5,0000;1,7984;2;
2013;12;MEDICINA;1042;UNIVERSIDADE POSITIVO;UP;Privada com fins lucrativos;Universidade;4106902;CURITIBA;PR;SUL;1;50;49;63,1571;57,1531;58,6714;4,2702;5,7884;4,5967;5,8388;4,7812;5,5558;4,3131;95;94;71,6736;86,9565;17,2455;3,4476;80,4124;3,8377;40,2062;2,1144;70,1031;3,0069;3,5828;4;
2013;12;MEDICINA;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS;UNILAGO;Privada sem fins lucrativos;Faculdade;3549805;SAO JOSE DO RIO PRETO;SP;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;43;39;65,1025;76,9231;;;96,7742;4,8086;67,7419;3,5625;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;1087;FACULDADES INTEGRADAS APARÍCIO CARVALHO;FIMCA;Privada sem fins lucrativos;Faculdade;1100205;PORTO VELHO;RO;NORTE;1;95;93;52,3548;33,8269;38,4688;0,9982;5,1092;2,9678;4,9337;3,5524;3,6767;1,4077;80;74;62,2606;71,6216;8,9384;1,5792;31,6456;0,9438;10,1266;0,5325;97,4684;4,8312;1,7008;2;
2013;12;MEDICINA;1128;UNIVERSIDADE DE ITAÚNA;UI;Privada sem fins lucrativos;Universidade;3133808;ITAUNA;MG;SUDESTE;1;91;91;56,0582;40,2209;44,1923;1,9257;5,0831;2,9052;4,7462;3,2979;3,4256;1,0194;105;99;68,6016;79,5918;6,8005;1,0984;74,3590;3,4784;51,2821;2,6969;76,9231;3,4615;2,1029;3;
2013;12;MEDICINA;1189;UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC;Privada sem fins lucrativos;Universidade;4209300;LAGES;SC;SUL;1;35;35;57,7371;45,7343;48,7457;2,6630;5,9028;4,8711;5,9231;4,8956;5,8048;4,6981;44;41;65,7790;75,6098;14,5142;2,8333;15,7407;0,0000;0,0000;0,0000;87,9630;4,1975;2,5666;3;
2013;12;MEDICINA;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Privada com fins lucrativos;Centro Universitário;4115200;MARINGA;PR;SUL;1;0;0;;;;;;0,0000;;0,0000;;0,0000;114;107;68,7113;78,0952;;;86,4865;4,1981;48,6486;2,5584;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;1244;FACULDADE BRASILEIRA;MULTIVIX VITÓRIA;Privada com fins lucrativos;Faculdade;3205309;VITORIA;ES;SUDESTE;1;71;69;58,5406;49,7696;51,9739;3,1852;5,6042;4,1549;5,4546;4,2596;4,9485;3,3741;54;54;68,4675;83,3333;15,4730;3,0489;86,3636;4,1908;30,3030;1,5936;100,0000;5,0000;3,2415;4;
2013;12;MEDICINA;1336;FACULDADE ASSIS GURGACZ;FAG;Privada sem fins lucrativos;Faculdade;4104808;CASCAVEL;PR;SUL;1;36;36;61,5972;46,1139;49,9972;2,8680;5,0069;2,7225;4,7537;3,3080;3,4653;1,0808;52;48;67,3766;72,3404;13,0444;2,5027;100,0000;5,0000;30,4348;1,6005;100,0000;5,0000;2,8362;3;
2013;12;MEDICINA;1414;FACULDADE SÃO LUCAS;FSL;Privada com fins lucrativos;Faculdade;1100205;PORTO VELHO;RO;NORTE;1;91;90;52,2533;38,2067;41,7233;1,5248;5,5123;3,9345;5,3810;4,1597;5,0995;3,6076;90;81;64,3616;74,0741;9,6657;1,7428;72,7273;3,3816;49,0909;2,5816;96,3636;4,7576;2,5059;3;
2013;12;MEDICINA;1430;FACULDADE INGÁ;;Privada sem fins lucrativos;Faculdade;4115200;MARINGA;PR;SUL;1;0;0;;;;;;0,0000;;0,0000;;0,0000;94;91;66,4539;81,1111;;;32,7434;1,0089;7,9646;0,4189;43,3628;1,2242;;SC;
2013;12;MEDICINA;1461;FACULDADE DE TECNOLOGIA E CIÊNCIAS;FTC SALVADOR;Privada com fins lucrativos;Faculdade;2927408;SALVADOR;BA;NORDESTE;1;116;110;54,9864;37,9609;42,2300;1,6076;5,3655;3,5826;4,8286;3,4098;4,3285;2,4155;102;92;67,9019;66,3043;4,5927;0,6018;50,5814;2,0675;22,6744;1,1924;70,9302;3,0620;1,5953;2;
2013;12;MEDICINA;1547;FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE;ESTÁCIO FMJ;Privada com fins lucrativos;Faculdade;2307304;JUAZEIRO DO NORTE;CE;NORDESTE;1;96;94;57,0128;40,9394;44,9723;2,0521;5,0609;2,8520;4,6801;3,2082;3,9974;1,9035;136;129;67,3021;63,4921;7,1670;1,1808;38,8535;1,3715;16,5605;0,8709;61,7834;2,4522;1,6630;2;
2013;12;MEDICINA;1559;CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO;UNESC;Privada sem fins lucrativos;Centro Universitário;3201506;COLATINA;ES;SUDESTE;1;101;100;44,1210;34,4430;36,8770;0,7337;5,0158;2,7438;4,8423;3,4284;3,6660;1,3912;143;118;64,4463;63,5593;2,8852;0,2178;64,3836;2,8865;21,9178;1,1526;71,2329;3,0822;1,2555;2;
2013;12;MEDICINA;1563;CENTRO UNIVERSITÁRIO DA FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLÓGICAS DO PIAUÍ;NOVAFAPI;Privada com fins lucrativos;Centro Universitário;2211001;TERESINA;PI;NORDESTE;1;110;103;59,3971;39,6796;44,6155;1,9976;5,9399;4,9602;5,9839;4,9781;5,9825;4,9730;127;117;69,3613;84,6154;6,7679;1,0910;52,5641;2,1851;26,9231;1,4159;64,1026;2,6068;2,0984;3;
2013;12;MEDICINA;1586;UNIVERSIDADE DO VALE DO SAPUCAÍ;UNIVÁS;Privada sem fins lucrativos;Universidade;3152501;POUSO ALEGRE;MG;SUDESTE;1;80;80;59,5687;45,9275;49,3525;2,7619;5,2837;3,3863;5,1385;3,8305;4,9250;3,3378;69;52;59,0074;63,4615;23,2512;4,7983;67,3913;3,0650;35,8696;1,8863;91,3043;4,4203;3,6051;4;
2013;12;MEDICINA;1600;INSTITUTO DE CIÊNCIAS DA SAÚDE;ICS;Privada sem fins lucrativos;Faculdade;3143302;MONTES CLAROS;MG;SUDESTE;1;110;107;57,4495;42,2308;46,0458;2,2266;5,4454;3,7742;4,8058;3,3789;4,6434;2,9024;60;57;66,3988;68,4211;10,6462;1,9633;61,7021;2,7274;22,3404;1,1749;100,0000;5,0000;2,4128;3;
2013;12;MEDICINA;1664;FACULDADE DA SAÚDE E ECOLOGIA HUMANA;FASEH;Privada com fins lucrativos;Faculdade;3171204;VESPASIANO;MG;SUDESTE;1;69;67;61,8254;44,0896;48,5328;2,6321;5,6271;4,2100;5,3103;4,0637;4,9372;3,3567;142;96;67,6460;75,5319;11,1155;2,0689;60,4839;2,6551;30,6452;1,6116;63,7097;2,5806;2,4878;3;
2013;12;MEDICINA;1669;INSTITUTO METROPOLITANO DE ENSINO SUPERIOR;IMES;Privada com fins lucrativos;Faculdade;3131307;IPATINGA;MG;SUDESTE;1;84;84;59,7512;44,3643;48,2190;2,5800;5,6749;4,3247;5,7076;4,6030;5,2313;3,8115;97;91;65,8900;78,6517;14,3345;2,7928;70,0000;3,2198;30,0000;1,5777;75,0000;3,3333;2,8714;3;
2013;12;MEDICINA;1734;FACULDADE INTEGRAL DIFERENCIAL;FACID;Privada com fins lucrativos;Faculdade;2211001;TERESINA;PI;NORDESTE;1;111;80;51,0450;38,9350;41,9762;1,5633;5,7761;4,5673;5,7311;4,6349;5,5996;4,3809;48;41;66,3118;82,9268;8,3026;1,4362;49,4624;2,0011;19,3548;1,0179;100,0000;5,0000;2,1769;3;
2013;12;MEDICINA;1895;CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;Privada com fins lucrativos;Centro Universitário;2304400;FORTALEZA;CE;NORDESTE;1;110;109;59,3954;47,6560;50,6009;2,9642;5,9158;4,9023;5,9481;4,9296;5,8893;4,8288;133;129;70,9884;86,5079;10,7082;1,9772;66,1972;2,9941;35,9155;1,8888;100,0000;5,0000;2,9026;3;
2013;12;MEDICINA;1917;FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;Privada com fins lucrativos;Faculdade;1100049;CACOAL;RO;NORTE;1;51;51;45,9725;35,7059;38,2902;0,9630;4,7542;2,1163;4,6062;3,1079;3,5433;1,2015;72;59;64,8114;82,4561;5,9138;0,8989;74,1936;3,4686;38,7097;2,0357;100,0000;5,0000;1,7919;2;
2013;12;MEDICINA;1995;FACULDADE DE MEDICINA NOVA ESPERANÇA;FAMENE;Privada com fins lucrativos;Faculdade;2507507;JOAO PESSOA;PB;NORDESTE;1;166;165;53,1406;37,6006;41,4994;1,4879;5,7691;4,5506;5,8106;4,7429;5,6914;4,5228;100;81;64,4345;86,4198;10,7148;1,9787;92,5926;4,5604;43,7037;2,2983;100,0000;5,0000;2,7434;3;
2013;12;MEDICINA;2082;FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA;FCM-PB;Privada com fins lucrativos;Faculdade;2507507;JOAO PESSOA;PB;NORDESTE;1;111;111;51,8261;41,3342;43,9712;1,8863;5,0039;2,7153;4,3682;2,7848;2,9480;0,2810;168;143;65,7931;83,2168;10,2651;1,8776;80,6667;3,8527;37,3333;1,9633;99,3333;4,9556;2,3394;3;
2013;12;MEDICINA;2158;FACULDADE SANTA MARIA;FSM;Privada com fins lucrativos;Faculdade;2503704;CAJAZEIRAS;PB;NORDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;123;103;63,6992;69,6078;;;50,0000;2,0330;15,3846;0,8091;76,9231;3,4615;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;2362;FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE;FCM;Privada com fins lucrativos;Faculdade;2504009;CAMPINA GRANDE;PB;NORDESTE;1;107;106;51,9811;41,7075;44,2896;1,9379;5,5578;4,0436;5,5069;4,3306;5,1800;3,7321;171;153;66,0356;81,5789;10,0007;1,8181;93,4783;4,6130;45,6522;2,4008;97,8261;4,8551;2,7072;3;
2013;12;MEDICINA;2368;FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC;SLMANDIC;Privada com fins lucrativos;Faculdade;3509502;CAMPINAS;SP;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;100;87;64,3731;87,3563;;;86,2069;4,1815;58,6207;3,0828;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Pública Federal;Universidade;2503704;CAJAZEIRAS;PB;NORDESTE;1;66;66;59,0955;42,3045;46,5167;2,3033;4,3421;1,1280;3,5709;1,7023;3,8447;1,6675;27;27;72,2772;74,0741;3,9119;0,4487;36,5079;1,2323;12,6984;0,6678;100,0000;5,0000;1,3967;2;
2013;12;MEDICINA;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Pública Federal;Universidade;2504009;CAMPINA GRANDE;PB;NORDESTE;1;95;95;66,1758;51,5505;55,2200;3,7155;3,8982;0,0633;2,9507;0,8605;3,4926;1,1231;40;38;73,8241;86,8421;11,9712;2,2613;60,1852;2,6374;22,2222;1,1686;100,0000;5,0000;2,3585;3;
2013;12;MEDICINA;2579;FACULDADE ATENAS;;Privada com fins lucrativos;Faculdade;3147006;PARACATU;MG;SUDESTE;1;85;80;50,8462;37,4575;40,8263;1,3761;5,9091;4,8862;5,9063;4,8728;5,8416;4,7550;112;105;66,0464;66,6667;5,1645;0,7304;93,1818;4,5954;59,0909;3,1075;97,7273;4,8485;2,4343;3;
2013;12;MEDICINA;2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Privada com fins lucrativos;Centro Universitário;2611606;RECIFE;PE;NORDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;127;117;66,1056;81,7391;;;100,0000;5,0000;60,7143;3,1929;39,2857;0,9524;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;12;MEDICINA;2843;FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA;FCMS/JF;Privada com fins lucrativos;Faculdade;3136702;JUIZ DE FORA;MG;SUDESTE;1;105;105;60,5486;46,1171;49,7371;2,8252;5,8702;4,7931;5,9212;4,8931;5,6287;4,4259;114;109;69,3493;83,4862;11,9025;2,2458;68,7023;3,1428;42,7481;2,2481;80,1527;3,6768;2,9146;3;
