"Porcentagem de alunos matriculados abaixo do minimo em 2017.2, por curso.",,,,,,
Cód. Curso,Curso,Currículo,Cr/CH mín.,Matriculados,Abaixo mín.,%
13301100,ADMINISTRAÇÃO - D,1995,16,36,21,58.3
13301100,ADMINISTRAÇÃO - D,2017,16,189,5,2.6
13301200,ADMINISTRAÇÃO - N,1995,16,29,11,37.9
13301200,ADMINISTRAÇÃO - N,2017,16,101,6,5.9
31301200,ADMINISTRAÇÃO - N,2009,16,173,21,12.1
91402100,AGRONOMIA - D,2008,17,255,30,11.8
91402100,AGRONOMIA - D,2023,18,3,0,0.0
15101100,ARQUITETURA E URBANISMO - D,2010,16,182,28,15.4
13317100,ARTE E MÍDIA - D,1999,14,117,8,6.8
14102100,CIÊNCIA DA COMPUTAÇÃO - D,1999,14,184,21,11.4
14102100,CIÊNCIA DA COMPUTAÇÃO - D,2017,14,446,8,1.8
41201110,CIÊNCIAS BIOLÓGICAS (LIC) - D,2010,16,105,14,13.3
51201110,CIÊNCIAS BIOLÓGICAS (LIC) - D,2008,18,97,22,22.7
21201110,CIÊNCIAS BIOLÓGICAS (LIC) - M,2011,16,112,28,25.0
41201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2006,14,103,20,19.4
41201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2010,14,44,0,0.0
51201210,CIÊNCIAS BIOLÓGICAS (LIC) - N,2008,14,127,20,15.7
31360200,CIÊNCIAS CONTÁBEIS - N,2004,16,26,11,42.3
31360200,CIÊNCIAS CONTÁBEIS - N,2016,16,177,12,6.8
13304100,CIÊNCIAS ECONÔMICAS - M,2009,16,89,8,9.0
13304200,CIÊNCIAS ECONÔMICAS - N,2009,16,93,11,11.8
13305150,CIÊNCIAS SOCIAIS (BAC) - D,1992,16,18,5,27.8
13305150,CIÊNCIAS SOCIAIS (BAC) - D,2017,16,24,0,0.0
13305250,CIÊNCIAS SOCIAIS (BAC) - N,1992,16,1,1,100.0
13305210,CIÊNCIAS SOCIAIS (LIC) - N,1992,12,62,8,12.9
13305210,CIÊNCIAS SOCIAIS (LIC) - N,2018,16,33,8,24.2
71305210,CIÊNCIAS SOCIAIS (LIC) - N,2009,16,93,21,22.6
13306100,COMUNICAÇÃO SOCIAL - D,2010,15,103,10,9.7
13306200,COMUNICAÇÃO SOCIAL - N,2010,14,92,11,12.0
11104120,DESIGN - D,2013,16,190,69,36.3
31350100,DIREITO - M,2015,18,271,9,3.3
31350200,DIREITO - N,2015,18,260,23,8.8
31350300,DIREITO - V,2015,18,279,7,2.5
12204100,ENFERMAGEM - D,2009,20,147,18,12.2
21204100,ENFERMAGEM - D,2005,18,136,57,41.9
21204100,ENFERMAGEM - D,2018,19,71,3,4.2
51204100,ENFERMAGEM - D,2015,18,238,14,5.9
71132100,ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,2009,16,99,8,8.1
15121100,ENGENHARIA AGRÍCOLA - D,2007,18,104,13,12.5
91130100,ENGENHARIA AMBIENTAL - D,2009,16,226,16,7.1
15122100,ENGENHARIA CIVIL - D,2014,16,507,17,3.4
91122100,ENGENHARIA CIVIL - D,2014,16,239,5,2.1
15125100,ENGENHARIA DE ALIMENTOS - D,2009,16,99,2,2.0
91125100,ENGENHARIA DE ALIMENTOS - D,2009,16,178,18,10.1
71131100,ENGENHARIA DE BIOSSISTEMAS - D,2009,16,97,9,9.3
11126100,ENGENHARIA DE MATERIAIS - D,2009,16,154,17,11.0
15127100,ENGENHARIA DE MINAS - D,2010,16,153,9,5.9
11135100,ENGENHARIA DE PETRÓLEO - D,2009,15,142,15,10.6
11133100,ENGENHARIA DE PRODUÇÃO - D,2005,15,151,16,10.6
71133100,ENGENHARIA DE PRODUÇÃO - D,2009,16,167,13,7.8
14123100,ENGENHARIA ELÉTRICA,1999,15,857,35,4.1
41403100,ENGENHARIA FLORESTAL - D,2009,16,103,8,7.8
11124100,ENGENHARIA MECÂNICA - D,1992,18,55,19,34.5
11124100,ENGENHARIA MECÂNICA - D,2016,18,252,6,2.4
11128100,ENGENHARIA QUÍMICA - D,2009,16,212,15,7.1
11134100,ESTATÍSTICA - D,2010,16,28,1,3.6
51203100,FARMÁCIA - D,2007,20,340,10,2.9
13314250,FILOSOFIA (BAC) - N,2009,16,22,1,4.5
13314210,FILOSOFIA (LIC) - N,2009,6,43,1,2.3
11105150,FÍSICA (BAC) - D,1995,14,25,0,0.0
11105110,FÍSICA (LIC) - D,2009,16,25,2,8.0
11105110,FÍSICA (LIC) - D,2017,16,10,0,0.0
51105110,FÍSICA (LIC) - D,2006,16,42,12,28.6
51105110,FÍSICA (LIC) - D,2019,18,9,1,11.1
21105210,FÍSICA (LIC) - N,2011,16,68,16,23.5
51105210,FÍSICA (LIC) - N,2006,14,51,7,13.7
51105210,FÍSICA (LIC) - N,2019,14,16,0,0.0
13316110,GEOGRAFIA (LIC) - M,2009,16,94,18,19.1
13316210,GEOGRAFIA (LIC) - N,2009,16,111,20,18.0
