Cód.,EMEC,Curso,Alunos ativos,Tipo,Turno
13301100,13434,ADMINISTRAÇÃO,325,BAC,D
13301200,13434,ADMINISTRAÇÃO,192,BAC,N
31301200,118546,ADMINISTRAÇÃO,206,BAC,N
91402100,99800,AGRONOMIA,316,BAC,D
15101100,1129147,ARQUITETURA URBANISMO,225,BAC,D
13317100,21164,ARTE MÍDIA,150,BAC,D
14102100,13446,CIÊNCIA DA COMPUTAÇÃO,898,BAC,D
41201110,99802,CIÊNCIAS BIOLÓGICAS,145,LIC,D
51201110,99804,CIÊNCIAS BIOLÓGICAS,115,LIC,D
21201110,1152882,CIÊNCIAS BIOLÓGICAS,147,LIC,M
41201210,99802,CIÊNCIAS BIOLÓGICAS,194,LIC,N
51201210,99804,CIÊNCIAS BIOLÓGICAS,157,LIC,N
31360200,79567,CIÊNCIAS CONTÁBEIS,241,BAC,N
13304100,13451,CIÊNCIAS ECONÔMICAS,139,BAC,M
13304200,13451,CIÊNCIAS ECONÔMICAS,148,BAC,N
13305150,313436,CIÊNCIAS SOCIAIS,76,BAC,D
13305210,13436,CIÊNCIAS SOCIAIS,154,LIC,N
71305210,1106595,CIÊNCIAS SOCIAIS,184,LIC,N
13306100,1149786,COMUNICAÇÃO SOCIAL,138,BAC,D
13306200,1149786,COMUNICAÇÃO SOCIAL,147,BAC,N
11104120,13447,DESIGN,238,BAC,D
31350100,13433,DIREITO,311,BAC,M
31350200,13433,DIREITO,315,BAC,N
31350300,13433,DIREITO,318,BAC,V
12204100,1134328,ENFERMAGEM,238,BAC,D
21204100,79572,ENFERMAGEM,273,BAC,D
51204100,107492,ENFERMAGEM,284,BAC,D
71132100,1106561,ENG. DE BIOTECNOLOGIA BIOPROCESSOS,100,BAC,D
15121100,13440,ENGENHARIA AGRÍCOLA,135,BAC,D
91130100,112282,ENGENHARIA AMBIENTAL,176,BAC,D
15122100,13439,ENGENHARIA CIVIL,558,BAC,D
91122100,1280408,ENGENHARIA CIVIL,400,BAC,D
15125100,118550,ENGENHARIA DE ALIMENTOS,130,BAC,D
91125100,112294,ENGENHARIA DE ALIMENTOS,221,BAC,D
71131100,1106562,ENGENHARIA DE BIOSSISTEMAS,105,BAC,D
11126100,13445,ENGENHARIA DE MATERIAIS,179,BAC,D
15127100,13444,ENGENHARIA DE MINAS,122,BAC,D
11135100,118562,ENGENHARIA DE PETRÓLEO,137,BAC,D
11133100,79570,ENGENHARIA DE PRODUÇÃO,172,BAC,D
71133100,1106578,ENGENHARIA DE PRODUÇÃO,151,BAC,D
14123100,13438,ENGENHARIA ELÉTRICA,989,BAC,D
41403100,13456,ENGENHARIA FLORESTAL,115,BAC,D
11124100,13442,ENGENHARIA MECÂNICA,344,BAC,D
11128100,13441,ENGENHARIA QUÍMICA,224,BAC,D
11134100,1120733,ESTATÍSTICA,70,BAC,D
51203100,107495,FARMÁCIA,438,BAC,D
13314250,121366,FILOSOFIA,45,BAC,N
13314210,121367,FILOSOFIA,58,LIC,N
11105150,318388,FÍSICA,37,BAC,D
11105110,1204358,FÍSICA,59,LIC,D
51105110,99810,FÍSICA,86,LIC,D
21105210,1152879,FÍSICA,137,LIC,N
51105210,99810,FÍSICA,98,LIC,N
13316110,120777,GEOGRAFIA,122,LIC,M
13316210,120777,GEOGRAFIA,131,LIC,N
21316110,13407,GEOGRAFIA,173,LIC,M
21316210,13407,GEOGRAFIA,165,LIC,N
13309110,13449,HISTÓRIA,150,LIC,D
21309110,13405,HISTÓRIA,183,LIC,M
13309210,13449,HISTÓRIA,164,LIC,N
21309210,13405,HISTÓRIA,231,LIC,N
71315110,1106596,INTERDISCIPLINAR EM EDUC. DO CAMPOD,129,LIC,D
13310214,43962,LETRAS ESPANHOL,72,LIC,N
13323110,1364560,LETRAS LIBRAS,91,LIC,D
13310115,1158117,LETRAS LÍNG.PORT./LÍNG.FRANC. D,66,LIC,D
13310116,1158907,LETRAS LÍNGUA INGLESA,78,LIC,D
21310116,1162185,LETRAS LÍNGUA INGLESA,97,LIC,D
21310110,1160083,LETRAS LÍNGUA PORTUGUESA,101,LIC,M
13310210,1158116,LETRAS LÍNGUA PORTUGUESA,115,LIC,N
21310210,1160083,LETRAS LÍNGUA PORTUGUESA,184,LIC,N
13310110,1158116,LETRAS LÍNGUA PORTUGUESA,131,LIC,D
13345110,1184381,LICENCIATURA INTERCULTURAL INDÍGENA,13,BAC,D
11107150,313448,MATEMÁTICA,27,BAC,D
11107110,13448,MATEMÁTICA,65,LIC,D
21107110,1152880,MATEMÁTICA,122,LIC,D
51107110,99806,MATEMÁTICA,96,LIC,D
19107110,13448,MATEMÁTICA,5,LIC,D
11107210,13448,MATEMÁTICA,85,LIC,N
51107210,99806,MATEMÁTICA,98,LIC,N
12205100,13453,MEDICINA,549,BAC,D
21205100,1101742,MEDICINA,192,BAC,D
41410100,13437,MEDICINA VETERINÁRIA,532,BAC,D
15108100,13435,METEOROLOGIA,93,BAC,D
13311150,118632,MÚSICA,39,BAC,D
13311110,118630,MÚSICA,74,LIC,D
51206100,118910,NUTRIÇÃO,397,BAC,D
41207100,122676,ODONTOLOGIA,438,BAC,D
13312110,13452,PEDAGOGIA,115,LIC,M
13312210,13452,PEDAGOGIA,120,LIC,N
21312110,13410,PEDAGOGIA,184,LIC,M
21312210,13410,PEDAGOGIA,224,LIC,N
12208100,1108087,PSICOLOGIA,397,BAC,D
12208200,1108087,PSICOLOGIA,30,BAC,N
51109110,99808,QUÍMICA,91,LIC,D
21109210,1152881,QUÍMICA,143,LIC,N
51109210,99808,QUÍMICA,107,LIC,N
19109210,1152881,QUÍMICA,1,LIC,N
