Cód.,EMEC,Curso,Alunos ativos,Tipo,Turno
13301100,13434,ADMINISTRAÇÃO,342,BAC,D
13301200,13434,ADMINISTRAÇÃO,200,BAC,N
31301200,118546,ADMINISTRAÇÃO,250,BAC,N
91402100,99800,AGRONOMIA,343,BAC,D
15101100,1129147,ARQUITETURA URBANISMO,209,BAC,D
13317100,21164,ARTE MÍDIA,171,BAC,D
14102100,13446,CIÊNCIA DA COMPUTAÇÃO,760,BAC,D
21103113,13432,CIÊNCIAS BIOLOGIA,1,LIC,M
21103213,13432,CIÊNCIAS BIOLOGIA,5,LIC,N
21103114,13432,CIÊNCIAS FÍSICA,1,LIC,M
21103212,13432,CIÊNCIAS MATEMÁTICA,9,LIC,N
21103115,13432,CIÊNCIAS QUÍMICA,2,LIC,M
21103215,13432,CIÊNCIAS QUÍMICA,3,LIC,N
41201110,99802,CIÊNCIAS BIOLÓGICAS,162,LIC,D
51201110,99804,CIÊNCIAS BIOLÓGICAS,153,LIC,D
21201110,1152882,CIÊNCIAS BIOLÓGICAS,149,LIC,M
41201210,99802,CIÊNCIAS BIOLÓGICAS,228,LIC,N
51201210,99804,CIÊNCIAS BIOLÓGICAS,173,LIC,N
31360200,79567,CIÊNCIAS CONTÁBEIS,265,BAC,N
13304100,13451,CIÊNCIAS ECONÔMICAS,150,BAC,M
13304200,13451,CIÊNCIAS ECONÔMICAS,194,BAC,N
13305150,313436,CIÊNCIAS SOCIAIS,74,BAC,D
13305250,313436,CIÊNCIAS SOCIAIS,6,BAC,N
13305110,13436,CIÊNCIAS SOCIAIS,4,LIC,D
13305210,13436,CIÊNCIAS SOCIAIS,164,LIC,N
71305210,1106595,CIÊNCIAS SOCIAIS,170,LIC,N
13306100,1149786,COMUNICAÇÃO SOCIAL,143,BAC,D
13306200,1149786,COMUNICAÇÃO SOCIAL,166,BAC,N
11104120,13447,DESIGN,286,BAC,D
31350100,13433,DIREITO,289,BAC,M
31350200,13433,DIREITO,341,BAC,N
31350300,13433,DIREITO,296,BAC,V
12204100,1134328,ENFERMAGEM,255,BAC,D
21204100,79572,ENFERMAGEM,299,BAC,D
51204100,107492,ENFERMAGEM,358,BAC,D
71132100,1106561,ENG. DE BIOTECNOLOGIA BIOPROCESSOS,160,BAC,D
15121100,13440,ENGENHARIA AGRÍCOLA,175,BAC,D
91130100,112282,ENGENHARIA AMBIENTAL,322,BAC,D
15122100,13439,ENGENHARIA CIVIL,637,BAC,D
91122100,1280408,ENGENHARIA CIVIL,128,BAC,D
15125100,118550,ENGENHARIA DE ALIMENTOS,167,BAC,D
91125100,112294,ENGENHARIA DE ALIMENTOS,299,BAC,D
71131100,1106562,ENGENHARIA DE BIOSSISTEMAS,143,BAC,D
11126100,13445,ENGENHARIA DE MATERIAIS,273,BAC,D
15127100,13444,ENGENHARIA DE MINAS,217,BAC,D
11135100,118562,ENGENHARIA DE PETRÓLEO,233,BAC,D
11133100,79570,ENGENHARIA DE PRODUÇÃO,228,BAC,D
71133100,1106578,ENGENHARIA DE PRODUÇÃO,206,BAC,D
14123100,13438,ENGENHARIA ELÉTRICA,1099,BAC,D
41403100,13456,ENGENHARIA FLORESTAL,139,BAC,D
11124100,13442,ENGENHARIA MECÂNICA,426,BAC,D
11128100,13441,ENGENHARIA QUÍMICA,276,BAC,D
11134100,1120733,ESTATÍSTICA,62,BAC,D
51203100,107495,FARMÁCIA,371,BAC,D
13314250,121366,FILOSOFIA,53,BAC,N
13314210,121367,FILOSOFIA,69,LIC,N
11105150,318388,FÍSICA,45,BAC,D
11105110,1204358,FÍSICA,34,LIC,D
51105110,99810,FÍSICA,65,LIC,D
21105210,1152879,FÍSICA,87,LIC,N
51105210,99810,FÍSICA,68,LIC,N
13316110,120777,GEOGRAFIA,139,LIC,M
13316210,120777,GEOGRAFIA,171,LIC,N
21316110,13407,GEOGRAFIA,181,LIC,M
21316210,13407,GEOGRAFIA,175,LIC,N
13309150,313449,HISTÓRIA,3,BAC,M
13309250,313449,HISTÓRIA,3,BAC,N
13309110,13449,HISTÓRIA,143,LIC,D
21309110,13405,HISTÓRIA,183,LIC,M
19309110,13449,HISTÓRIA,25,LIC,M
13309210,13449,HISTÓRIA,174,LIC,N
21309210,13405,HISTÓRIA,230,LIC,N
71315110,1106596,INTERDISCIPLINAR EM EDUC. DO CAMPOD,113,LIC,D
13310214,43962,LETRAS ESPANHOL,69,LIC,N
13310115,1158117,LETRAS LÍNG.PORT./LÍNG.FRANC. D,30,LIC,D
13310112,1158117,LETRAS LÍNGUA LIT. FRANCESA,2,BAC,D
13310113,1158907,LETRAS LÍNGUA LIT. INGLESA,4,BAC,D
13310213,1158907,LETRAS LÍNGUA LIT. INGLESA,2,BAC,N
13310111,1158116,LETRAS LÍNGUA LIT. PORTUGUESA,9,BAC,D
13310211,1158116,LETRAS LÍNGUA LIT. PORTUGUESA,31,BAC,N
13310116,1158907,LETRAS LÍNGUA INGLESA,77,LIC,D
21310116,1162185,LETRAS LÍNGUA INGLESA,87,LIC,D
21310110,1160083,LETRAS LÍNGUA PORTUGUESA,89,LIC,M
13310210,1158116,LETRAS LÍNGUA PORTUGUESA,101,LIC,N
21310210,1160083,LETRAS LÍNGUA PORTUGUESA,147,LIC,N
21310211,1160083,LETRAS LÍNGUA VERNÁCULA,4,LIC,N
21310112,1162185,LETRAS LÍNG.VERNÁCULA/ING.,2,LIC,M
21310212,1162185,LETRAS LÍNG.VERNÁCULA/ING.,2,LIC,N
13310110,1158116,LETRAS LÍNGUA PORTUGUESA,106,LIC,D
13345110,1184381,LICENCIATURA INTERCULTURAL INDÍGENA,43,BAC,D
11107150,313448,MATEMÁTICA,25,BAC,D
11107110,13448,MATEMÁTICA,55,LIC,D
21107110,1152880,MATEMÁTICA,123,LIC,D
51107110,99806,MATEMÁTICA,53,LIC,D
19107110,13448,MATEMÁTICA,37,LIC,D
11107210,13448,MATEMÁTICA,97,LIC,N
51107210,99806,MATEMÁTICA,93,LIC,N
12205100,13453,MEDICINA,527,BAC,D
21205100,1101742,MEDICINA,209,BAC,D
41410100,13437,MEDICINA VETERINÁRIA,497,BAC,D
15108100,13435,METEOROLOGIA,90,BAC,D
13311150,118632,MÚSICA,39,BAC,D
13311110,118630,MÚSICA,89,LIC,D
51206100,118910,NUTRIÇÃO,329,BAC,D
51206200,118910,NUTRIÇÃO,44,BAC,N
41207100,122676,ODONTOLOGIA,431,BAC,D
13312110,13452,PEDAGOGIA,124,LIC,M
13312210,13452,PEDAGOGIA,125,LIC,N
21312110,13410,PEDAGOGIA,188,LIC,M
21312210,13410,PEDAGOGIA,232,LIC,N
12208200,1108087,PSICOLOGIA,368,BAC,N
51109110,99808,QUÍMICA,107,LIC,D
21109210,1152881,QUÍMICA,140,LIC,N
51109210,99808,QUÍMICA,90,LIC,N
19109210,1152881,QUÍMICA,18,LIC,N
31340100,1117877,SERVIÇO SOCIAL,166,BAC,M
71420100,1150096,TECNOLOGIA EM AGROECOLOGIA,143,BAC,D
71318200,1135705,TECNOLOGIA EM GESTÃO PÚBLICA,141,BAC,N
