Cód.,EMEC,Curso,Alunos ativos,Tipo,Turno
13301100,13434,ADMINISTRAÇÃO,305,BAC,D
13301200,13434,ADMINISTRAÇÃO,184,BAC,N
31301200,118546,ADMINISTRAÇÃO,236,BAC,N
91402100,99800,AGRONOMIA,331,BAC,D
15101100,1129147,ARQUITETURA URBANISMO,226,BAC,D
13317100,21164,ARTE MÍDIA,144,BAC,D
14102100,13446,CIÊNCIA DA COMPUTAÇÃO,877,BAC,D
21103114,13432,CIÊNCIAS FÍSICA,1,LIC,M
41201110,99802,CIÊNCIAS BIOLÓGICAS,149,LIC,D
51201110,99804,CIÊNCIAS BIOLÓGICAS,125,LIC,D
21201110,1152882,CIÊNCIAS BIOLÓGICAS,134,LIC,M
41201210,99802,CIÊNCIAS BIOLÓGICAS,199,LIC,N
51201210,99804,CIÊNCIAS BIOLÓGICAS,162,LIC,N
31360200,79567,CIÊNCIAS CONTÁBEIS,264,BAC,N
13304100,13451,CIÊNCIAS ECONÔMICAS,138,BAC,M
13304200,13451,CIÊNCIAS ECONÔMICAS,153,BAC,N
13305150,313436,CIÊNCIAS SOCIAIS,82,BAC,D
13305210,13436,CIÊNCIAS SOCIAIS,143,LIC,N
71305210,1106595,CIÊNCIAS SOCIAIS,143,LIC,N
13306100,1149786,COMUNICAÇÃO SOCIAL,142,BAC,D
13306200,1149786,COMUNICAÇÃO SOCIAL,147,BAC,N
11104120,13447,DESIGN,221,BAC,D
31350100,13433,DIREITO,325,BAC,M
31350200,13433,DIREITO,344,BAC,N
31350300,13433,DIREITO,313,BAC,V
12204100,1134328,ENFERMAGEM,212,BAC,D
21204100,79572,ENFERMAGEM,254,BAC,D
51204100,107492,ENFERMAGEM,281,BAC,D
71132100,1106561,ENG. DE BIOTECNOLOGIA BIOPROCESSOS,145,BAC,D
15121100,13440,ENGENHARIA AGRÍCOLA,153,BAC,D
91130100,112282,ENGENHARIA AMBIENTAL,262,BAC,D
15122100,13439,ENGENHARIA CIVIL,615,BAC,D
91122100,1280408,ENGENHARIA CIVIL,404,BAC,D
15125100,118550,ENGENHARIA DE ALIMENTOS,143,BAC,D
91125100,112294,ENGENHARIA DE ALIMENTOS,237,BAC,D
71131100,1106562,ENGENHARIA DE BIOSSISTEMAS,126,BAC,D
11126100,13445,ENGENHARIA DE MATERIAIS,199,BAC,D
15127100,13444,ENGENHARIA DE MINAS,157,BAC,D
11135100,118562,ENGENHARIA DE PETRÓLEO,156,BAC,D
11133100,79570,ENGENHARIA DE PRODUÇÃO,174,BAC,D
71133100,1106578,ENGENHARIA DE PRODUÇÃO,199,BAC,D
14123100,13438,ENGENHARIA ELÉTRICA,1088,BAC,D
41403100,13456,ENGENHARIA FLORESTAL,127,BAC,D
11124100,13442,ENGENHARIA MECÂNICA,378,BAC,D
11128100,13441,ENGENHARIA QUÍMICA,258,BAC,D
11134100,1120733,ESTATÍSTICA,65,BAC,D
51203100,107495,FARMÁCIA,444,BAC,D
13314250,121366,FILOSOFIA,60,BAC,N
13314210,121367,FILOSOFIA,77,LIC,N
11105150,318388,FÍSICA,42,BAC,D
11105110,1204358,FÍSICA,58,LIC,D
51105110,99810,FÍSICA,76,LIC,D
21105210,1152879,FÍSICA,129,LIC,N
51105210,99810,FÍSICA,105,LIC,N
13316110,120777,GEOGRAFIA,137,LIC,M
13316210,120777,GEOGRAFIA,168,LIC,N
21316110,13407,GEOGRAFIA,159,LIC,M
21316210,13407,GEOGRAFIA,151,LIC,N
13309110,13449,HISTÓRIA,171,LIC,D
21309110,13405,HISTÓRIA,190,LIC,M
13309210,13449,HISTÓRIA,168,LIC,N
21309210,13405,HISTÓRIA,225,LIC,N
71315110,1106596,INTERDISCIPLINAR EM EDUC. DO CAMPOD,127,LIC,D
13310214,43962,LETRAS ESPANHOL,75,LIC,N
13323110,1364560,LETRAS LIBRAS,64,LIC,D
13310115,1158117,LETRAS LÍNG.PORT./LÍNG.FRANC. D,55,LIC,D
13310116,1158907,LETRAS LÍNGUA INGLESA,77,LIC,D
21310116,1162185,LETRAS LÍNGUA INGLESA,93,LIC,D
21310110,1160083,LETRAS LÍNGUA PORTUGUESA,83,LIC,M
13310210,1158116,LETRAS LÍNGUA PORTUGUESA,125,LIC,N
21310210,1160083,LETRAS LÍNGUA PORTUGUESA,187,LIC,N
13310110,1158116,LETRAS LÍNGUA PORTUGUESA,118,LIC,D
13345110,1184381,LICENCIATURA INTERCULTURAL INDÍGENA,43,BAC,D
11107150,313448,MATEMÁTICA,26,BAC,D
11107110,13448,MATEMÁTICA,57,LIC,D
21107110,1152880,MATEMÁTICA,144,LIC,D
51107110,99806,MATEMÁTICA,80,LIC,D
19107110,13448,MATEMÁTICA,17,LIC,D
11107210,13448,MATEMÁTICA,111,LIC,N
51107210,99806,MATEMÁTICA,104,LIC,N
12205100,13453,MEDICINA,580,BAC,D
21205100,1101742,MEDICINA,180,BAC,D
41410100,13437,MEDICINA VETERINÁRIA,521,BAC,D
15108100,13435,METEOROLOGIA,89,BAC,D
13311150,118632,MÚSICA,40,BAC,D
13311110,118630,MÚSICA,92,LIC,D
51206100,118910,NUTRIÇÃO,384,BAC,D
51206200,118910,NUTRIÇÃO,1,BAC,N
41207100,122676,ODONTOLOGIA,443,BAC,D
13312110,13452,PEDAGOGIA,121,LIC,M
13312210,13452,PEDAGOGIA,123,LIC,N
21312110,13410,PEDAGOGIA,171,LIC,M
21312210,13410,PEDAGOGIA,216,LIC,N
12208100,1108087,PSICOLOGIA,261,BAC,D
12208200,1108087,PSICOLOGIA,122,BAC,N
51109110,99808,QUÍMICA,101,LIC,D
21109210,1152881,QUÍMICA,147,LIC,N
51109210,99808,QUÍMICA,120,LIC,N
19109210,1152881,QUÍMICA,1,LIC,N
31340100,1117877,SERVIÇO SOCIAL,172,BAC,M
71420100,1150096,TECNOLOGIA EM AGROECOLOGIA,113,BAC,D
71318200,1135705,TECNOLOGIA EM GESTÃO PÚBLICA,150,BAC,N
